ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE ACC DI DIAGNOSI 1,DESCRIZIONE ACC DI DIAGNOSI 1,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2012,327 - ATS DELLA VAL PADANA,030259-00,CASA DI CURA S. CLEMENTE - MANTOVA,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,1.146214,1
2012,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,18,"CODICI RESIDUI, NON CLASSIFICATI",3.363636,1
2012,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,14,ANOMALIE CONGENITE,2.423077,1
2012,322 - ATS DELL'INSUBRIA,030030-00,OSP.GENERALE DI ZONA VALDUCE - COMO,8,MALATTIE DEL SISTEMA RESPIRATORIO,9.41507,2.333333
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030110-00,CASA DI CURA S. GIOVANNI - MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,1.686567,0
2012,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,5.567568,1
2012,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,10,MALATTIE DEL SISTEMA GENITO-URINARIO,7.07931,1
2012,326 - ATS DI BRESCIA,030932-00,FOND.S.MAUGERI-CL.LAV.E RIAB.-LUMEZZANE,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,25.764398,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030937-00,IRCCS S.M.NASCENTE-FOND.DON C.GNOCCHI,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,9.455939,0
2012,325 - ATS DI BERGAMO,030905-00,OSPEDALI RIUNITI - BERGAMO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,9.136691,1
2012,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,14,ANOMALIE CONGENITE,6.163636,1
2012,326 - ATS DI BRESCIA,030932-00,FOND.S.MAUGERI-CL.LAV.E RIAB.-LUMEZZANE,16,LESIONI E AVVELENAMENTO,32.232558,16
2012,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A.,2,NEOPLASIE,7.842105,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,6.429787,1
2012,324 - ATS DELLA BRIANZA,030109-00,CASA DI CURA VILLA BIANCA,7,MALATTIE DEL SISTEMA CIRCOLATORIO,42.487805,0
2012,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,16,LESIONI E AVVELENAMENTO,4.541451,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,5,MALATTIE MENTALI,5.273973,1
2012,326 - ATS DI BRESCIA,030294-00,DOMUS SALUTIS - BRESCIA,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,32.1675,0
2012,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,5,MALATTIE MENTALI,8.853933,0
2012,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,8,MALATTIE DEL SISTEMA RESPIRATORIO,8.7,1
2012,322 - ATS DELL'INSUBRIA,030282-02,OSPEDALE LUINI CONFALONIERI - LUINO,8,MALATTIE DEL SISTEMA RESPIRATORIO,8.915179,0
2012,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,9,MALATTIE DELL'APPARATO DIGERENTE,5.579066,1
2013,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,10,MALATTIE DEL SISTEMA GENITO-URINARIO,4.606707,1
2013,327 - ATS DELLA VAL PADANA,030218-00,CASA DI CURA S. CAMILLO - CREMONA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,3.781437,1
2013,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.462963,1
2013,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,4.309524,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030100-00,CASA DI CURA IGEA - MILANO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,3.380259,1
2013,324 - ATS DELLA BRIANZA,030081-00,PRESIDIO OSPEDALIERO   DI GIUSSANO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,3.085911,1
2013,325 - ATS DI BERGAMO,030132-00,OSPEDALE CIVILE - S.GIOVANNI BIANCO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,8.234177,0
2013,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,14,ANOMALIE CONGENITE,3.760638,1
2013,322 - ATS DELL'INSUBRIA,030012-00,OSPEDALE CARLO ONDOLI - ANGERA,16,LESIONI E AVVELENAMENTO,7.872881,1
2013,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,4.019737,0
2013,325 - ATS DI BERGAMO,030145-00,CLINICA  CASTELLI - BERGAMO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,2.777174,1
2013,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.594371,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,16,LESIONI E AVVELENAMENTO,5.904362,1
2013,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,18,"CODICI RESIDUI, NON CLASSIFICATI",5.343284,1
2013,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,16,LESIONI E AVVELENAMENTO,8.338403,1
2013,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,2,NEOPLASIE,10.426349,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,2,NEOPLASIE,8.442881,1
2013,327 - ATS DELLA VAL PADANA,030228-00,PRES. RIABIL. MULTIFUNZ. BOZZOLO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,43,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,3.041379,1
2013,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,5.190476,1
2013,322 - ATS DELL'INSUBRIA,030901-00,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,10.2,1
2013,328 - ATS DI PAVIA,030202-00,IST.DI CURA CITTA'DI PAVIA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,4.106918,1
2013,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,5.941683,1
2013,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,4.08112,1
2013,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,4.178197,1
2013,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,4.239362,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,4.500782,1
2013,322 - ATS DELL'INSUBRIA,030397-00,CASA DI CURA LE TERRAZZE - CUNARDO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,23.131111,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030075-00,OSPEDALE C.CANTU'-ABBIATEGRASSO,16,LESIONI E AVVELENAMENTO,9.381818,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030056-00,PRESIDIO OSPED. V. BUZZI - MILANO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,4.738372,1.035714
2012,328 - ATS DI PAVIA,030201-00,CASA DI CURA CITTADELLA SOCIALE,7,MALATTIE DEL SISTEMA CIRCOLATORIO,12.681818,0
2013,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,4.127854,1
2013,325 - ATS DI BERGAMO,030361-00,CASA DI CURA SAN DONATO SRL-OSIO SOTTO,16,LESIONI E AVVELENAMENTO,24.022989,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MILANO,16,LESIONI E AVVELENAMENTO,19.224932,0
2013,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,2,NEOPLASIE,4.004747,1
2012,325 - ATS DI BERGAMO,030144-00,CASA DI CURA BEATO PALAZZOLO - BERGAMO,18,"CODICI RESIDUI, NON CLASSIFICATI",4.461538,1
2012,326 - ATS DI BRESCIA,030162-00,PRESIDIO OSPEDALIERO GARDONE V.T.,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,8.451613,1
2012,324 - ATS DELLA BRIANZA,030931-00,ISTITUTO SCIENTIFICO MEDEA-BOSISIO P.,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",10.846154,2.25
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030949-00,FSM- ISTITUTO SCIENTIFICO DI RIABILITAZIONE MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,31.622517,44.666667
2012,325 - ATS DI BERGAMO,030356-00,ISTITUTO CLINICO HABILITA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,23.178218,20
2012,322 - ATS DELL'INSUBRIA,030003-00,OSPEDALE F. DEL PONTE - VARESE,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",7.619048,1.960784
2013,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,7.857488,1
2013,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,1,MALATTIE INFETTIVE E PARASSITARIE,9.105263,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MI,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,8.333333,0
2012,325 - ATS DI BERGAMO,030132-00,OSPEDALE CIVILE - S.GIOVANNI BIANCO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,3.847826,1
2012,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,11.03125,4.166667
2012,322 - ATS DELL'INSUBRIA,030037-00,CASA DI CURA VILLA S. BENEDETTO - ALBESE,5,MALATTIE MENTALI,31.791495,0
2012,323 - ATS DELLA MONTAGNA,030045-00,OSPEDALE CIVILE - MORBEGNO,2,NEOPLASIE,10.35,0
2013,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,1,MALATTIE INFETTIVE E PARASSITARIE,9.479167,0
2012,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,5,MALATTIE MENTALI,6.698113,1
2013,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,4.560976,1
2013,328 - ATS DI PAVIA,030203-00,OSPEDALE ASILO VITTORIA - MORTARA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,21.652174,1
2013,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,5.402778,1
2012,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",8.04,0
2012,328 - ATS DI PAVIA,030939-00,FOND.IST.NEUROL.C.MONDINO-PAVIA,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",7.466667,1
2012,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,18,"CODICI RESIDUI, NON CLASSIFICATI",2.777778,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,18,"CODICI RESIDUI, NON CLASSIFICATI",1.783505,1
2012,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,5.693694,0
2013,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,1,MALATTIE INFETTIVE E PARASSITARIE,11.666667,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030056-00,PRESIDIO OSPED. V. BUZZI - MILANO,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,4.783784,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MI,1,MALATTIE INFETTIVE E PARASSITARIE,15,0
2013,325 - ATS DI BERGAMO,030149-00,CASA DI CURA QUARENGHI-S.PELLEGRINO T.,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,18.927928,0
2013,324 - ATS DELLA BRIANZA,030081-00,PRESIDIO OSPEDALIERO   DI GIUSSANO,2,NEOPLASIE,12.018519,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-00,OSPEDALE DI  VIZZOLO PREDABISSI,14,ANOMALIE CONGENITE,6,1
2013,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,4.772152,0
2013,328 - ATS DI PAVIA,030192-00,OSPEDALE SS.ANNUNZIATA - VARZI,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,9.421053,10
2013,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,14,ANOMALIE CONGENITE,2.472,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030077-00,OSPEDALE CROTTA OLTROCCHI-VAPRIO D'ADDA,14,ANOMALIE CONGENITE,1,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030104-00,CASA DI CURA S.RAFFAELE TURRO,18,"CODICI RESIDUI, NON CLASSIFICATI",5.459854,0
2013,322 - ATS DELL'INSUBRIA,030009-00,OSPEDALE A.BELLINI - SOMMA LOMBARDO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,7.02439,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",11.292576,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,5.826087,1
2013,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,9.78042,1
2013,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,5.798851,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,4.6,0
2012,325 - ATS DI BERGAMO,030137-00,OSPEDALE SS.CAPITANIO E GEROSA - LOVERE,14,ANOMALIE CONGENITE,1.142857,0
2013,323 - ATS DELLA MONTAGNA,030035-00,C.O.F. LANZO HOSPITAL - RAMPONIO VERNA,14,ANOMALIE CONGENITE,1.952381,0
2012,326 - ATS DI BRESCIA,030177-00,CASA DI CURA VILLA GEMMA-GARDONE RIVIERA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,9.25,0
2013,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,18,"CODICI RESIDUI, NON CLASSIFICATI",6,1
2013,325 - ATS DI BERGAMO,030138-00,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",9.46,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,2,NEOPLASIE,4.349138,1
2012,322 - ATS DELL'INSUBRIA,030009-00,OSP. CIRCOLO A.BELLINI - SOMMA LOMBARDO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,7.214286,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030077-00,OSPEDALE CROTTA OLTROCCHI-VAPRIO D'ADDA,5,MALATTIE MENTALI,11.5,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,3.282946,1
2013,325 - ATS DI BERGAMO,030361-00,CASA DI CURA SAN DONATO SRL-OSIO SOTTO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,35.114286,0
2013,328 - ATS DI PAVIA,030203-00,OSPEDALE ASILO VITTORIA - MORTARA,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,26.819444,0
2013,324 - ATS DELLA BRIANZA,030107-00,ISTITUTI CLINICI ZUCCHI SPA-MONZA,7,MALATTIE DEL SISTEMA CIRCOLATORIO,2.894495,0
2013,323 - ATS DELLA MONTAGNA,030045-00,OSPEDALE  MORBEGNO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,12.521127,0
2013,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,8,MALATTIE DEL SISTEMA RESPIRATORIO,8.002099,1
2013,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,8,MALATTIE DEL SISTEMA RESPIRATORIO,8.375,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,9,MALATTIE DELL'APPARATO DIGERENTE,3.042254,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,9,MALATTIE DELL'APPARATO DIGERENTE,8.182432,1
2013,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,9,MALATTIE DELL'APPARATO DIGERENTE,4.597496,1
2013,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,9,MALATTIE DELL'APPARATO DIGERENTE,5.709981,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,9,MALATTIE DELL'APPARATO DIGERENTE,6.607143,0
2013,328 - ATS DI PAVIA,030192-00,OSPEDALE SS.ANNUNZIATA - VARZI,9,MALATTIE DELL'APPARATO DIGERENTE,5.87886,1
2013,325 - ATS DI BERGAMO,030137-00,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,7,MALATTIE DEL SISTEMA CIRCOLATORIO,9.2,0
2014,323 - ATS DELLA MONTAGNA,030035-00,C.O.F. LANZO HOSPITAL - RAMPONIO VERNA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,11.573034,1
2014,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,15.175973,2
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,16,LESIONI E AVVELENAMENTO,6.207792,1
2014,327 - ATS DELLA VAL PADANA,030355-00,OSPEDALE DI SUZZARA S.P.A.,16,LESIONI E AVVELENAMENTO,5.462611,1
2012,326 - ATS DI BRESCIA,030154-02,STABILIMENTO OSPEDALIERO DI ORZINUOVI,10,MALATTIE DEL SISTEMA GENITO-URINARIO,8.444444,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,5.71831,0
2013,328 - ATS DI PAVIA,030201-00,CASA DI CURA CITTADELLA SOCIALE,7,MALATTIE DEL SISTEMA CIRCOLATORIO,12.037037,0
2013,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,9,MALATTIE DELL'APPARATO DIGERENTE,5.338602,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030947-00,I.R.C.C.S. POLICLINICO SAN DONATO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,3.857143,1
2014,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,8.155902,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,5,MALATTIE MENTALI,13.68883,19.777778
2013,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,8,MALATTIE DEL SISTEMA RESPIRATORIO,7.623188,0
2014,328 - ATS DI PAVIA,030938-00,FOND.MAUGERI-CENTRO MEDICO DI PAVIA,1,MALATTIE INFETTIVE E PARASSITARIE,13.742857,3
2014,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,3.976891,1
2014,326 - ATS DI BRESCIA,030175-00,CASA DI CURA S. CAMILLO - BRESCIA,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,6.555556,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,4.604396,1
2014,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,2,NEOPLASIE,6.698592,1
2014,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,2,NEOPLASIE,8.202614,1
2013,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,3.86729,1
2013,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,5,MALATTIE MENTALI,13.236084,9.15534
2013,322 - ATS DELL'INSUBRIA,030397-00,CASA DI CURA LE TERRAZZE - CUNARDO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,43.005329,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030363-00,RESIDENZA ANNI AZZURRI MIRASOLE - OPERA,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,42.108911,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030080-00,OSPEDALE ROSSI - CASALPUSTERLENGO,16,LESIONI E AVVELENAMENTO,24.617647,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030104-00,CASA DI CURA S.RAFFAELE TURRO,9,MALATTIE DELL'APPARATO DIGERENTE,7.375,0
2012,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE DI CIRCOLO GALMARINI - TRADATE,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,7.019231,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030100-00,CASA DI CURA IGEA - MILANO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",7.285714,0
2013,327 - ATS DELLA VAL PADANA,030217-00,CASA DI CURA ANCELLE DELLA CARITA'-CR,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,38.423581,0
2014,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,6.679775,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,16.614458,1
