ANNO,PROVINCIA,GENERE,GRUPPO CAUSA DI MORTE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2015,LODI,M,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2012,LODI,F,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,9.510140481,45.31535435,3,"(45.31535435, 9.510140481)"
2013,BRESCIA,M,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,10.18167955,45.51939749,9,"(45.51939749, 10.18167955)"
2012,LECCO,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.388156645,45.85028614,2,"(45.85028614, 9.388156645)"
2012,LECCO,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,9.388156645,45.85028614,4,"(45.85028614, 9.388156645)"
2015,BRESCIA,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,10.18167955,45.51939749,225,"(45.51939749, 10.18167955)"
2015,SONDRIO,F,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2014,LECCO,M,Malattie del sistema circolatorio,altre malattie del cuore,9.388156645,45.85028614,92,"(45.85028614, 9.388156645)"
2014,VARESE,F,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,8.80650544,45.80041256,1,"(45.80041256, 8.80650544)"
2015,COMO,F,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.039360974,45.80216962,235,"(45.80216962, 9.039360974)"
2015,LODI,M,Malattie del sistema respiratorio,influenza,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2015,MONZA E DELLA BRIANZA,M,Malattie del sistema respiratorio,polmonite,9.258430902,45.5823624,104,"(45.5823624, 9.258430902)"
2013,BRESCIA,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,10.18167955,45.51939749,17,"(45.51939749, 10.18167955)"
2013,MONZA E DELLA BRIANZA,M,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,9.258430902,45.5823624,3,"(45.5823624, 9.258430902)"
2014,ITALIA,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",,,5,
2013,MANTOVA,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,10.77086348,45.14135331,50,"(45.14135331, 10.77086348)"
2014,COMO,F,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,9.039360974,45.80216962,6,"(45.80216962, 9.039360974)"
2014,LECCO,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.388156645,45.85028614,11,"(45.85028614, 9.388156645)"
2012,COMO,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.039360974,45.80216962,13,"(45.80216962, 9.039360974)"
2015,ITALIA,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,,,289,
2013,BRESCIA,F,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,10.18167955,45.51939749,150,"(45.51939749, 10.18167955)"
2015,LODI,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.510140481,45.31535435,2,"(45.31535435, 9.510140481)"
2014,MONZA E DELLA BRIANZA,M,Malattie del sistema circolatorio,malattie cerebrovascolari,9.258430902,45.5823624,221,"(45.5823624, 9.258430902)"
2014,BRESCIA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,10.18167955,45.51939749,19,"(45.51939749, 10.18167955)"
2012,SONDRIO,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.879429303,46.1707552,37,"(46.1707552, 9.879429303)"
2013,SONDRIO,F,Malattie del sistema respiratorio,polmonite,9.879429303,46.1707552,18,"(46.1707552, 9.879429303)"
2013,LECCO,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.388156645,45.85028614,169,"(45.85028614, 9.388156645)"
2012,REGIONE LOMBARDIA,F,Malattie del sistema circolatorio,altre malattie del cuore,,,3957,
2012,MANTOVA,F,Malattie del sistema respiratorio,influenza,10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2014,MONZA E DELLA BRIANZA,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.258430902,45.5823624,,"(45.5823624, 9.258430902)"
2012,PAVIA,F,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.14034225,45.18407925,10,"(45.18407925, 9.14034225)"
2015,VARESE,F,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,8.80650544,45.80041256,3,"(45.80041256, 8.80650544)"
2015,MANTOVA,M,Malattie del sistema circolatorio,altre malattie del cuore,10.77086348,45.14135331,177,"(45.14135331, 10.77086348)"
2013,LODI,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.510140481,45.31535435,3,"(45.31535435, 9.510140481)"
2013,MONZA E DELLA BRIANZA,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.258430902,45.5823624,,"(45.5823624, 9.258430902)"
2014,COMO,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,9.039360974,45.80216962,10,"(45.80216962, 9.039360974)"
2014,LECCO,M,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2014,CREMONA,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,10.0131151,45.13644491,104,"(45.13644491, 10.0131151)"
2013,MILANO,F,Malattie del sistema circolatorio,altre malattie del cuore,9.18951,45.46427,1226,"(45.46427, 9.18951)"
2015,VARESE,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,8.80650544,45.80041256,231,"(45.80041256, 8.80650544)"
2015,MONZA E DELLA BRIANZA,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.258430902,45.5823624,414,"(45.5823624, 9.258430902)"
2012,PAVIA,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.14034225,45.18407925,1,"(45.18407925, 9.14034225)"
2012,BERGAMO,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.63853045,45.68012929,65,"(45.68012929, 9.63853045)"
2014,PAVIA,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.14034225,45.18407925,,"(45.18407925, 9.14034225)"
2014,MANTOVA,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2014,LECCO,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.388156645,45.85028614,33,"(45.85028614, 9.388156645)"
2015,MANTOVA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,10.77086348,45.14135331,5,"(45.14135331, 10.77086348)"
2014,PAVIA,F,Malattie del sistema respiratorio,polmonite,9.14034225,45.18407925,76,"(45.18407925, 9.14034225)"
2012,BRESCIA,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,10.18167955,45.51939749,213,"(45.51939749, 10.18167955)"
2015,CREMONA,M,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,10.0131151,45.13644491,18,"(45.13644491, 10.0131151)"
2014,ITALIA,M,Malattie del sistema respiratorio,influenza,,,103,
2012,BRESCIA,F,Malattie del sistema circolatorio,malattie cerebrovascolari,10.18167955,45.51939749,623,"(45.51939749, 10.18167955)"
2014,LECCO,M,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.388156645,45.85028614,11,"(45.85028614, 9.388156645)"
2014,REGIONE LOMBARDIA,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,,,854,
2015,CREMONA,F,Malattie del sistema respiratorio,influenza,10.0131151,45.13644491,1,"(45.13644491, 10.0131151)"
2015,COMO,M,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",9.039360974,45.80216962,1,"(45.80216962, 9.039360974)"
2013,PAVIA,F,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.14034225,45.18407925,2,"(45.18407925, 9.14034225)"
2014,BERGAMO,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.63853045,45.68012929,,"(45.68012929, 9.63853045)"
2015,MONZA E DELLA BRIANZA,M,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",9.258430902,45.5823624,1,"(45.5823624, 9.258430902)"
2013,LODI,M,Malattie del sistema respiratorio,polmonite,9.510140481,45.31535435,19,"(45.31535435, 9.510140481)"
2015,MILANO,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,9.18951,45.46427,593,"(45.46427, 9.18951)"
2014,BRESCIA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,10.18167955,45.51939749,8,"(45.51939749, 10.18167955)"
2015,CREMONA,F,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,10.0131151,45.13644491,5,"(45.13644491, 10.0131151)"
2014,REGIONE LOMBARDIA,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,,,76,
2015,ITALIA,M,Malattie del sistema circolatorio,altre malattie del cuore,,,23173,
2015,COMO,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.039360974,45.80216962,99,"(45.80216962, 9.039360974)"
2012,LECCO,M,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",9.388156645,45.85028614,14,"(45.85028614, 9.388156645)"
2015,MILANO,M,Malattie del sistema circolatorio,altre malattie del cuore,9.18951,45.46427,1000,"(45.46427, 9.18951)"
2013,MANTOVA,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,10.77086348,45.14135331,124,"(45.14135331, 10.77086348)"
2013,LODI,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2015,MANTOVA,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,10.77086348,45.14135331,61,"(45.14135331, 10.77086348)"
2015,VARESE,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,8.80650544,45.80041256,153,"(45.80041256, 8.80650544)"
2012,COMO,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.039360974,45.80216962,50,"(45.80216962, 9.039360974)"
2012,COMO,F,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.039360974,45.80216962,4,"(45.80216962, 9.039360974)"
2012,COMO,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.039360974,45.80216962,6,"(45.80216962, 9.039360974)"
2013,ITALIA,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,,,4159,
2013,LODI,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.510140481,45.31535435,2,"(45.31535435, 9.510140481)"
2015,BRESCIA,F,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,10.18167955,45.51939749,11,"(45.51939749, 10.18167955)"
2013,BERGAMO,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.63853045,45.68012929,10,"(45.68012929, 9.63853045)"
2012,MONZA E DELLA BRIANZA,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.258430902,45.5823624,35,"(45.5823624, 9.258430902)"
2012,LECCO,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,9.388156645,45.85028614,28,"(45.85028614, 9.388156645)"
2014,SONDRIO,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.879429303,46.1707552,55,"(46.1707552, 9.879429303)"
2014,BERGAMO,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,9.63853045,45.68012929,24,"(45.68012929, 9.63853045)"
2012,LECCO,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.388156645,45.85028614,98,"(45.85028614, 9.388156645)"
2014,CREMONA,F,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2015,SONDRIO,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2014,PAVIA,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",9.14034225,45.18407925,74,"(45.18407925, 9.14034225)"
2013,MILANO,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,9.18951,45.46427,249,"(45.46427, 9.18951)"
2014,VARESE,M,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",8.80650544,45.80041256,22,"(45.80041256, 8.80650544)"
2015,VARESE,M,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",8.80650544,45.80041256,49,"(45.80041256, 8.80650544)"
2015,CREMONA,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,10.0131151,45.13644491,22,"(45.13644491, 10.0131151)"
2014,REGIONE LOMBARDIA,M,Malattie del sistema circolatorio,altre malattie del cuore,,,2833,
2014,MANTOVA,F,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2015,PAVIA,F,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.14034225,45.18407925,59,"(45.18407925, 9.14034225)"
2014,MANTOVA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,10.77086348,45.14135331,4,"(45.14135331, 10.77086348)"
2014,LECCO,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2015,ITALIA,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,,,666,
2014,MANTOVA,M,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2012,ITALIA,M,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,,,2569,
2012,BERGAMO,F,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.63853045,45.68012929,11,"(45.68012929, 9.63853045)"
2014,MILANO,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.18951,45.46427,7,"(45.46427, 9.18951)"
2013,SONDRIO,M,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,9.879429303,46.1707552,1,"(46.1707552, 9.879429303)"
2012,PAVIA,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.14034225,45.18407925,7,"(45.18407925, 9.14034225)"
2014,CREMONA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,10.0131151,45.13644491,18,"(45.13644491, 10.0131151)"
2015,LODI,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.510140481,45.31535435,64,"(45.31535435, 9.510140481)"
2012,MANTOVA,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2012,BRESCIA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,10.18167955,45.51939749,17,"(45.51939749, 10.18167955)"
2015,SONDRIO,F,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,9.879429303,46.1707552,14,"(46.1707552, 9.879429303)"
2015,PAVIA,M,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",9.14034225,45.18407925,,"(45.18407925, 9.14034225)"
2013,VARESE,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,8.80650544,45.80041256,22,"(45.80041256, 8.80650544)"
2014,MILANO,M,Malattie del sistema respiratorio,polmonite,9.18951,45.46427,306,"(45.46427, 9.18951)"
2013,BRESCIA,F,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,10.18167955,45.51939749,13,"(45.51939749, 10.18167955)"
2014,PAVIA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,9.14034225,45.18407925,2,"(45.18407925, 9.14034225)"
2015,MILANO,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.18951,45.46427,28,"(45.46427, 9.18951)"
2013,MILANO,M,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.18951,45.46427,335,"(45.46427, 9.18951)"
2013,MILANO,F,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.18951,45.46427,319,"(45.46427, 9.18951)"
2015,ITALIA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,,,753,
