ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030087-00,OSPEDALE CADUTI BOLLATESI - BOLLATE,26,MEDICINA GENERALE,13.619822,0
2013,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,36,ORTOPEDIA E TRAUMATOLOGIA,7.822934,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,26,MEDICINA GENERALE,7.766892,0
2013,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,32,NEUROLOGIA,8.926108,0
2013,322 - ATS DELL'INSUBRIA,030901-00,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,36,ORTOPEDIA E TRAUMATOLOGIA,4.37415,0
2013,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,37,OSTETRICIA E GINECOLOGIA,3.772016,1
2013,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,49,TERAPIA INTENSIVA,12.719626,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,49,TERAPIA INTENSIVA,3.701493,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-00,OSPEDALE S. MARIA DELLE STELLE MELZO,26,MEDICINA GENERALE,9.216043,3
2013,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,09,CHIRURGIA GENERALE,5.365839,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,26,MEDICINA GENERALE,12.381479,1.571429
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,64,ONCOLOGIA,6.683702,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030947-00,I.R.C.C.S. POLICLINICO SAN DONATO,09,CHIRURGIA GENERALE,5.716523,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030129-00,OSPEDALE SERBELLONI - GORGONZOLA,64,ONCOLOGIA,9.979782,0
2013,327 - ATS DELLA VAL PADANA,030217-00,CASA DI CURA ANCELLE DELLA CARITA'-CR,56,RECUPERO E RIABILITAZIONE FUNZIONALE,27.326594,0
2013,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,49,TERAPIA INTENSIVA,11.176245,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,14,CHIRURGIA VASCOLARE,6.562874,0
2013,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,32,NEUROLOGIA,6.102041,1
2013,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,08,CARDIOLOGIA,5.868742,0
2013,328 - ATS DI PAVIA,030201-00,CASA DI CURA CITTADELLA SOCIALE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.93913,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,73,TERAPIA INTENSIVA NEONATALE,6.0625,0
2014,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,37,OSTETRICIA E GINECOLOGIA,3.271922,1
2014,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,37,OSTETRICIA E GINECOLOGIA,3.659678,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,36,ORTOPEDIA E TRAUMATOLOGIA,4.532001,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,36,ORTOPEDIA E TRAUMATOLOGIA,8.910755,1
2014,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,67,PENSIONANTI,2.510638,0
2014,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,26,MEDICINA GENERALE,10.811765,1
2014,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,09,CHIRURGIA GENERALE,4.388186,1
2012,322 - ATS DELL'INSUBRIA,030030-00,OSP.GENERALE DI ZONA VALDUCE - COMO,49,TERAPIA INTENSIVA,9.658537,0
2012,325 - ATS DI BERGAMO,030905-00,OSPEDALI RIUNITI - BERGAMO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,28.960563,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,60,LUNGODEGENTI,19.545455,0
2012,324 - ATS DELLA BRIANZA,030381-00,FONDAZIONE MONZA E BRIANZA PER IL BAMBINO E LA SUA MAMMA,73,TERAPIA INTENSIVA NEONATALE,10.620968,0
2012,327 - ATS DELLA VAL PADANA,030219-00,CASA DI CURA FIGLIE DI S.CAMILLO-CREMONA,36,ORTOPEDIA E TRAUMATOLOGIA,4.119923,1
2013,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,52,DERMATOLOGIA,10.284672,1
2013,324 - ATS DELLA BRIANZA,030106-00,CASA DI CURA POLICLINICO - MONZA,12,CHIRURGIA PLASTICA,1.911565,1
2013,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,12,CHIRURGIA PLASTICA,1.927126,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,30,NEUROCHIRURGIA,11.392515,0
2012,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,62,NEONATOLOGIA,8.686567,0
2013,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,39,PEDIATRIA,4.387821,0
2013,327 - ATS DELLA VAL PADANA,030228-00,PRES. RIABIL. MULTIFUNZ. BOZZOLO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,35.192771,0
2013,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,36,ORTOPEDIA E TRAUMATOLOGIA,2.982196,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,49,TERAPIA INTENSIVA,19.181818,0
2013,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,20.982143,0
2013,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,50,UNITA' CORONARICA,5.251701,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO,12,CHIRURGIA PLASTICA,4.137705,1
2013,325 - ATS DI BERGAMO,030146-00,CASA DI CURA S. FRANCESCO - BERGAMO,32,NEUROLOGIA,6.611219,0
2013,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,34,OCULISTICA,1.679487,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,98,DAY SURGERY,0,1
2013,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,50,UNITA' CORONARICA,7.541667,0
2014,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,26,MEDICINA GENERALE,7.337459,1
2014,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,32,NEUROLOGIA,6.837607,2.75
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,68,PNEUMOLOGIA,11.209459,0
2014,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,36,ORTOPEDIA E TRAUMATOLOGIA,6.008457,1
2014,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.218563,0
2014,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,12,CHIRURGIA PLASTICA,2.689234,0
2014,322 - ATS DELL'INSUBRIA,030009-00,OSPEDALE A.BELLINI - SOMMA LOMBARDO,26,MEDICINA GENERALE,9.118329,0
2014,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,43,UROLOGIA,9.111111,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",10.659142,11.44302
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030083-00,OSPEDALE DELMATI - SANT'ANGELO LODIGIANO,98,DAY SURGERY,0,1
2014,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,64,ONCOLOGIA,11.588859,0
2014,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,39,PEDIATRIA,3.043431,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,64,ONCOLOGIA,13.142336,1.75
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,26,MEDICINA GENERALE,9.103685,0
2014,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,26,MEDICINA GENERALE,10.467262,1
2014,326 - ATS DI BRESCIA,030294-00,CASA DI CURA  DOMUS SALUTIS - BRESCIA,60,LUNGODEGENTI,22.62069,0
2014,322 - ATS DELL'INSUBRIA,030364-00,FOND. GAETANO E PIERA BORGHI - BREBBIA,RM,RIABILITAZIONE DI MANTENIMENTO,24.880435,0
2014,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,11,CHIRURGIA PEDIATRICA,2.042504,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,25.401149,0
2014,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,31,NIDO,3.283582,0
2014,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,31,NIDO,5.421053,0
2014,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,21,GERIATRIA,6.015132,0
2014,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,08,CARDIOLOGIA,7.155299,0
2014,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,08,CARDIOLOGIA,8.681723,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,68,PNEUMOLOGIA,12.111726,0
2014,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,26,MEDICINA GENERALE,13.746654,0
2015,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,43,UROLOGIA,3.528662,1
2015,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,36,ORTOPEDIA E TRAUMATOLOGIA,6.235675,1
2013,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,51,ASTANTERIA,5.073446,0
2015,325 - ATS DI BERGAMO,030146-00,CASA DI CURA S. FRANCESCO - BERGAMO,26,MEDICINA GENERALE,10.571949,0
2015,322 - ATS DELL'INSUBRIA,030901-02,OSPEDALE F. DEL PONTE - VARESE,62,NEONATOLOGIA,12.763195,0
2013,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,39,PEDIATRIA,4.60389,1.517241
2013,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,36,ORTOPEDIA E TRAUMATOLOGIA,3.891727,1
2013,322 - ATS DELL'INSUBRIA,030037-00,CASA DI CURA VILLA S. BENEDETTO-ALBESE,60,LUNGODEGENTI,44.527778,0
2013,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,33,NEUROPSICHIATRIA INFANTILE,12.465035,7.532609
2013,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,50,UNITA' CORONARICA,3.239437,0
2013,322 - ATS DELL'INSUBRIA,030901-00,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,34,OCULISTICA,3.568915,1
2012,326 - ATS DI BRESCIA,030362-00,RESIDENZA ANNI AZZURRI,60,LUNGODEGENTI,28.66763,0
2012,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,60,LUNGODEGENTI,36.333333,0
2012,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,60,LUNGODEGENTI,24.6,0
2012,326 - ATS DI BRESCIA,030348-00,CASA DI CURA VILLA BARBARANO,RM,RIABILITAZIONE DI MANTENIMENTO,15.5625,0
2012,327 - ATS DELLA VAL PADANA,030273-00,PRESIDIO OSPEDALIERO OGLIO PO,49,TERAPIA INTENSIVA,8.833333,0
2012,327 - ATS DELLA VAL PADANA,030907-00,"PRESIDIO OSPEDALIERO ""C. POMA"" - MANTOVA",58,GASTROENTEROLOGIA,0,7.666667
2013,327 - ATS DELLA VAL PADANA,030259-00,CASA DI CURA S. CLEMENTE - MANTOVA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,20.172131,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,62,NEONATOLOGIA,18.984496,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,26,MEDICINA GENERALE,8.223553,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,09,CHIRURGIA GENERALE,6.395907,1
2015,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,26,MEDICINA GENERALE,10.235067,4.298969
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,18,EMATOLOGIA,17.404762,0
2015,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,08,CARDIOLOGIA,6.297084,1
2015,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,07,CARDIOCHIRURGIA,14.19214,2.740385
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",67,PENSIONANTI,3.730144,0
2015,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,08,CARDIOLOGIA,6.919525,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.871227,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-02,OSPEDALE DI CUGGIONO,98,DAY SURGERY,0,1
2015,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,12.900901,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,64,ONCOLOGIA,4.89118,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,09,CHIRURGIA GENERALE,6.06795,0
2013,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,07,CARDIOCHIRURGIA,12.083682,0
2015,327 - ATS DELLA VAL PADANA,030219-00,CASA DI CURA FIGLIE DI S.CAMILLO-CR,36,ORTOPEDIA E TRAUMATOLOGIA,2.730323,1
2015,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI - BRESCIA,62,NEONATOLOGIA,15.768421,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030269-00,CASA DI CURA CAPITANIO - MILANO,58,GASTROENTEROLOGIA,2.263158,1
2016,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,09,CHIRURGIA GENERALE,7.886378,0
2016,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,29,NEFROLOGIA,10.579779,0
2016,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,39,PEDIATRIA,3.651452,0
2016,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,39,PEDIATRIA,3.483871,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030947-00,I.R.C.C.S. POLICLINICO SAN DONATO,49,TERAPIA INTENSIVA,19.942308,0
2016,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,37,OSTETRICIA E GINECOLOGIA,4.176941,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,37,OSTETRICIA E GINECOLOGIA,4.267998,1
2016,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.099369,0
2014,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,43,UROLOGIA,2.539241,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,26,MEDICINA GENERALE,9.529637,0
2016,325 - ATS DI BERGAMO,030350-00,OSPEDALE S.ISIDORO - TRESCORE B.,56,RECUPERO E RIABILITAZIONE FUNZIONALE,28.845963,0
2016,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,11.892857,0
2015,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,36,ORTOPEDIA E TRAUMATOLOGIA,7.856495,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,13,CHIRURGIA TORACICA,4.896804,1
2016,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,62,NEONATOLOGIA,22.342282,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,26,MEDICINA GENERALE,10.189977,1
2015,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,64,ONCOLOGIA,7.746257,0
2012,326 - ATS DI BRESCIA,030159-00,P.O. MONTICHIARI- A.O. SPEDALI CIVILI,37,OSTETRICIA E GINECOLOGIA,0,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,36,ORTOPEDIA E TRAUMATOLOGIA,8.413093,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,14,CHIRURGIA VASCOLARE,7.335958,0
2015,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,98,DAY SURGERY,0,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,26,MEDICINA GENERALE,12.19029,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,38,OTORINOLARINGOIATRIA,2.888037,1
2015,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,32,NEUROLOGIA,7.214932,1
2015,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,30,NEUROCHIRURGIA,10.153315,0
2016,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,16.164557,0
2016,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,38,OTORINOLARINGOIATRIA,3.445055,1
2016,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,37.045455,0
2015,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,26,MEDICINA GENERALE,9.342365,0
2016,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,39,PEDIATRIA,5.470745,1
2016,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,08,CARDIOLOGIA,6.557065,1
2016,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,49,TERAPIA INTENSIVA,10.985075,0
2016,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,37,OSTETRICIA E GINECOLOGIA,3.20547,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030083-00,OSPEDALE DELMATI - SANT'ANGELO LODIGIANO,12,CHIRURGIA PLASTICA,0,1
2016,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,09,CHIRURGIA GENERALE,5.932416,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030911-00,ISTITUTO ORTOPEDICO GAETANO PINI - MILANO,71,REUMATOLOGIA,7.523643,2.806061
2016,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,26,MEDICINA GENERALE,8.883814,0
2016,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,36,ORTOPEDIA E TRAUMATOLOGIA,4.095128,1
2016,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,49,TERAPIA INTENSIVA,6.653846,0
2017,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,39,PEDIATRIA,3.485971,0
2017,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,43,UROLOGIA,3.748045,1
2017,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,09,CHIRURGIA GENERALE,3.549139,1
2016,324 - ATS DELLA BRIANZA,030106-00,CASA DI CURA POLICLINICO - MONZA,09,CHIRURGIA GENERALE,4.552124,1
2017,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,36,ORTOPEDIA E TRAUMATOLOGIA,3.948834,0
2016,327 - ATS DELLA VAL PADANA,030227-01,PRESIDIO OSPEDALIERO - ASOLA,36,ORTOPEDIA E TRAUMATOLOGIA,0,1
2016,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,37,OSTETRICIA E GINECOLOGIA,3.95491,1
2016,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,30,NEUROCHIRURGIA,10.697342,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,64,ONCOLOGIA,9.00369,1
2016,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,50,UNITA' CORONARICA,4.647059,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030352-00,POLO GERIATRICO RIABILITATIVO-CINISELLO,75,NEURO-RIABILITAZIONE,31.91446,0
2014,325 - ATS DI BERGAMO,030361-00,CASA DI CURA SAN DONATO SRL-OSIO SOTTO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.449612,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,08,CARDIOLOGIA,10.942643,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,08,CARDIOLOGIA,8.638054,0
2015,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,36,ORTOPEDIA E TRAUMATOLOGIA,3.643672,1
2015,328 - ATS DI PAVIA,030197-00,CASA DI CURA VILLA ESPERIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,28.863843,0
2015,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,36,ORTOPEDIA E TRAUMATOLOGIA,5.461664,1
2015,325 - ATS DI BERGAMO,030361-00,CASA DI CURA SAN DONATO SRL-OSIO SOTTO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.663934,0
2014,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,37,OSTETRICIA E GINECOLOGIA,3.536607,1
2014,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,40,PSICHIATRIA,12.235589,0
2014,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,34,OCULISTICA,1.374214,1
2014,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,50,UNITA' CORONARICA,7.359712,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,31,NIDO,5.636364,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,64,ONCOLOGIA,7.533333,0
2013,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.100694,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,43,UROLOGIA,6.842576,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,09,CHIRURGIA GENERALE,9.11183,0
2016,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,38,OTORINOLARINGOIATRIA,3.256303,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,09,CHIRURGIA GENERALE,8.451883,0
