ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,ATC_LIVELLO_1,DESCRIZIONE_ATC_LIVELLO_1,ATC_LIVELLO_2,DESCRIZIONE_ATC_LIVELLO_2,CONF_PER_ PRIMI_10_ATC_LIVELLO2
2012,328,ATS DI PAVIA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,571069
2012,328,ATS DI PAVIA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,11779
2014,30,REGIONE LOMBARDIA,D,DERMATOLOGICI,D07,"CORTICOSTEROIDI, PREPARATI DERMATOLOGICI",113217
2015,325,ATS DI BERGAMO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A16,ALTRI FARMACI DELL'APPARATO GASTROINTESTINALE E DEL METABOLI,512
2016,328,ATS DI PAVIA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,4883
2017,30,REGIONE LOMBARDIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,5853
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M01,FARMACI ANTINFIAMMATORI ED ANTIREUMATICI,972498
2015,30,REGIONE LOMBARDIA,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,233
2015,325,ATS DI BERGAMO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,80290
2015,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,1142217
2016,322,ATS DELL'INSUBRIA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,1291
2016,325,ATS DI BERGAMO,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,406707
2017,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,2302
2012,30,REGIONE LOMBARDIA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,1691837
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,2679819
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M05,FARMACI PER IL TRATTAMENTO DELLE MALATTIE DELLE OSSA,462413
2015,30,REGIONE LOMBARDIA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,411063
2015,325,ATS DI BERGAMO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A09,"DIGESTIVI, INCLUSI GLI ENZIMI",10167
2015,326,ATS DI BRESCIA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,585382
2017,326,ATS DI BRESCIA,D,DERMATOLOGICI,D11,ALTRI PREPARATI DERMATOLOGICI,1486
2012,323,ATS DELLA MONTAGNA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,45896
2013,325,ATS DI BERGAMO,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,484402
2013,326,ATS DI BRESCIA,D,DERMATOLOGICI,D05,ANTIPSORIASICI,30613
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,1901
2015,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,960427
2016,322,ATS DELL'INSUBRIA,D,DERMATOLOGICI,D07,"CORTICOSTEROIDI, PREPARATI DERMATOLOGICI",8794
2012,324,ATS DELLA BRIANZA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,35779
2012,327,ATS DELLA VAL PADANA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,41148
2013,324,ATS DELLA BRIANZA,J,ANTINFETTIVI PER USO SISTEMICO,J04,ANTIMICOBATTERICI,4521
2015,323,ATS DELLA MONTAGNA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,1476
2015,323,ATS DELLA MONTAGNA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,69043
2015,328,ATS DI PAVIA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,1634152
2017,30,REGIONE LOMBARDIA,B,SANGUE E ORGANI EMOPOIETICI,B02,ANTIEMORRAGICI,100448
2017,323,ATS DELLA MONTAGNA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,143963
2017,326,ATS DI BRESCIA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,228745
2012,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,201189
2012,327,ATS DELLA VAL PADANA,M,SISTEMA MUSCOLO-SCHELETRICO,M01,FARMACI ANTINFIAMMATORI ED ANTIREUMATICI,227612
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,787436
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,1884
2013,325,ATS DI BERGAMO,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,187492
2013,326,ATS DI BRESCIA,D,DERMATOLOGICI,D07,"CORTICOSTEROIDI, PREPARATI DERMATOLOGICI",8976
2014,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,74
2014,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A03,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,9764
2014,328,ATS DI PAVIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,29268
2015,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,205465
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,13076
2014,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A10,FARMACI USATI NEL DIABETE,842456
2015,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,1114673
2016,322,ATS DELL'INSUBRIA,D,DERMATOLOGICI,D10,PREPARATI ANTIACNE,4299
2017,30,REGIONE LOMBARDIA,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,827
2017,326,ATS DI BRESCIA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,95290
2012,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,508
2013,326,ATS DI BRESCIA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,162673
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,94852
2012,323,ATS DELLA MONTAGNA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,64765
2012,327,ATS DELLA VAL PADANA,B,SANGUE E ORGANI EMOPOIETICI,B02,ANTIEMORRAGICI,12267
2013,30,REGIONE LOMBARDIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,343420
2014,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A09,"DIGESTIVI, INCLUSI GLI ENZIMI",12049
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,55971
2017,328,ATS DI PAVIA,N,SISTEMA NERVOSO,N01,ANESTETICI,7344
2017,328,ATS DI PAVIA,N,SISTEMA NERVOSO,N02,ANALGESICI,197283
2013,323,ATS DELLA MONTAGNA,B,SANGUE E ORGANI EMOPOIETICI,B02,ANTIEMORRAGICI,4361
2015,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,679115
2015,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,1229343
2015,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,8277
2016,30,REGIONE LOMBARDIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,64393
2016,325,ATS DI BERGAMO,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,488409
2017,30,REGIONE LOMBARDIA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,400088
2017,328,ATS DI PAVIA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,397019
2012,327,ATS DELLA VAL PADANA,M,SISTEMA MUSCOLO-SCHELETRICO,M05,FARMACI PER IL TRATTAMENTO DELLE MALATTIE DELLE OSSA,93151
2012,328,ATS DI PAVIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,2092
2013,30,REGIONE LOMBARDIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,315306
2014,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,3413
2015,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,3844
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A09,"DIGESTIVI, INCLUSI GLI ENZIMI",12433
2015,326,ATS DI BRESCIA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,223692
2017,324,ATS DELLA BRIANZA,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,43292
2017,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,3878
2012,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,23915441
2012,323,ATS DELLA MONTAGNA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,698
2012,327,ATS DELLA VAL PADANA,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,5084
2013,323,ATS DELLA MONTAGNA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,20750
2015,30,REGIONE LOMBARDIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,5641
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,27799
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,658634
2015,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,263961
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A03,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,7703
2016,322,ATS DELL'INSUBRIA,D,DERMATOLOGICI,D06,ANTIBIOTICI E CHEMIOTERAPICI PER USO DERMATOLOGICO,1029
2017,323,ATS DELLA MONTAGNA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,33243
2017,324,ATS DELLA BRIANZA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,27077
2017,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,6106
2017,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,287176
2012,327,ATS DELLA VAL PADANA,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,100960
2013,323,ATS DELLA MONTAGNA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,357041
2013,326,ATS DI BRESCIA,D,DERMATOLOGICI,D01,ANTIMICOTICI PER USO DERMATOLOGICO,7068
2014,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A11,VITAMINE,386527
2015,30,REGIONE LOMBARDIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,2424197
2016,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,264241
2017,323,ATS DELLA MONTAGNA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,1794
2017,323,ATS DELLA MONTAGNA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,811
2012,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,5094604
2012,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,10136881
2013,324,ATS DELLA BRIANZA,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,51454
2014,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J04,ANTIMICOBATTERICI,4614
2014,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,22529
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A04,ANTIEMETICI E ANTINAUSEA,5580
2017,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,213221
2012,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,1876085
2012,328,ATS DI PAVIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,24680
2014,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,1428126
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,795491
2015,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N02,ANALGESICI,123977
2017,323,ATS DELLA MONTAGNA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,100989
2017,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,523
2013,326,ATS DI BRESCIA,D,DERMATOLOGICI,D06,ANTIBIOTICI E CHEMIOTERAPICI PER USO DERMATOLOGICO,354
2014,326,ATS DI BRESCIA,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,57298
2015,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,39220
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A16,ALTRI FARMACI DELL'APPARATO GASTROINTESTINALE E DEL METABOLI,521
2015,328,ATS DI PAVIA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,597142
2017,324,ATS DELLA BRIANZA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,1189370
2017,326,ATS DI BRESCIA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,5861
2017,326,ATS DI BRESCIA,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,636502
2012,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,2735
2013,30,REGIONE LOMBARDIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,73456
2014,325,ATS DI BERGAMO,M,SISTEMA MUSCOLO-SCHELETRICO,M03,MIORILASSANTI,7433
2015,30,REGIONE LOMBARDIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,9391
2015,328,ATS DI PAVIA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,155002
2012,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,9779
2012,327,ATS DELLA VAL PADANA,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,4
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,775919
2013,324,ATS DELLA BRIANZA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,24324
2013,326,ATS DI BRESCIA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,216037
2015,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N01,ANESTETICI,1896
2015,328,ATS DI PAVIA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,273249
2017,328,ATS DI PAVIA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,232356
2012,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,271037
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,42270
2013,325,ATS DI BERGAMO,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,1525
2013,326,ATS DI BRESCIA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,1669
2015,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N05,PSICOLETTICI,53199
2015,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,467756
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A07,"ANTIDIARROICI, ANTINFIAMMATORI E ANTINFETTIVI INTESTINALI",165351
2016,30,REGIONE LOMBARDIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,335702
2016,322,ATS DELL'INSUBRIA,D,DERMATOLOGICI,D05,ANTIPSORIASICI,32910
2016,325,ATS DI BERGAMO,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,137360
2017,323,ATS DELLA MONTAGNA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,182
2012,327,ATS DELLA VAL PADANA,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,82343
2014,325,ATS DI BERGAMO,M,SISTEMA MUSCOLO-SCHELETRICO,M01,FARMACI ANTINFIAMMATORI ED ANTIREUMATICI,276917
2014,325,ATS DI BERGAMO,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,116916
2014,328,ATS DI PAVIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,2799
2015,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,174952
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,95
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A10,FARMACI USATI NEL DIABETE,864023
2016,322,ATS DELL'INSUBRIA,D,DERMATOLOGICI,D01,ANTIMICOTICI PER USO DERMATOLOGICO,7445
2016,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,49978
2017,323,ATS DELLA MONTAGNA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,995
2012,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,7855068
2013,324,ATS DELLA BRIANZA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,1554
2014,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A02,FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,2378267
2014,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A04,ANTIEMETICI E ANTINAUSEA,5474
2015,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,425714
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A02,FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,2373236
2016,325,ATS DI BERGAMO,R,SISTEMA RESPIRATORIO,R01,PREPARATI RINOLOGICI,9
2016,325,ATS DI BERGAMO,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,1764
2017,324,ATS DELLA BRIANZA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,1043
2012,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,8044368
2013,323,ATS DELLA MONTAGNA,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,45154
2013,326,ATS DI BRESCIA,D,DERMATOLOGICI,D10,PREPARATI ANTIACNE,2496
2015,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A11,VITAMINE,490775
2016,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R01,PREPARATI RINOLOGICI,11
2012,327,ATS DELLA VAL PADANA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,880456
2013,324,ATS DELLA BRIANZA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,1310150
2013,326,ATS DI BRESCIA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,567374
2014,325,ATS DI BERGAMO,M,SISTEMA MUSCOLO-SCHELETRICO,M05,FARMACI PER IL TRATTAMENTO DELLE MALATTIE DELLE OSSA,118966
2014,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,56140
2015,30,REGIONE LOMBARDIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,70982
2015,323,ATS DELLA MONTAGNA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,11962
2015,328,ATS DI PAVIA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,276148
2015,328,ATS DI PAVIA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,504766
2016,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,1100
2017,30,REGIONE LOMBARDIA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,9096959
2017,30,REGIONE LOMBARDIA,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,1906823
2012,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,4517358
2012,323,ATS DELLA MONTAGNA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,145724
2014,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,100957
2015,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,3201636
2015,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,139217
2016,322,ATS DELL'INSUBRIA,D,DERMATOLOGICI,D11,ALTRI PREPARATI DERMATOLOGICI,182
2017,323,ATS DELLA MONTAGNA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,50961
2017,328,ATS DI PAVIA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,69924
2017,328,ATS DI PAVIA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,7450
2013,30,REGIONE LOMBARDIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,638278
