ANNO,ATS STRUTTURA,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2015,326 - ATS DI BRESCIA,36,ORTOPEDIA E TRAUMATOLOGIA,4.287205,1.126291
2015,328 - ATS DI PAVIA,68,PNEUMOLOGIA,13.815169,1.124675
2017,328 - ATS DI PAVIA,37,OSTETRICIA E GINECOLOGIA,3.880984,1.002179
2012,324 - ATS DELLA BRIANZA,14,CHIRURGIA VASCOLARE,9.037152,1
2013,REGIONE LOMBARDIA,68,PNEUMOLOGIA,11.126222,1.583665
2016,REGIONE LOMBARDIA,34,OCULISTICA,2.316429,1.022792
2013,327 - ATS DELLA VAL PADANA,43,UROLOGIA,5.34539,1.090417
2014,REGIONE LOMBARDIA,11,CHIRURGIA PEDIATRICA,3.7051,1.026027
2016,REGIONE LOMBARDIA,01,ALLERGOLOGIA,9.407407,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,5.717042,1.078098
2015,325 - ATS DI BERGAMO,64,ONCOLOGIA,8.3439,2.342105
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,38,OTORINOLARINGOIATRIA,3.270261,1.08453
2012,REGIONE LOMBARDIA,32,NEUROLOGIA,8.974944,2.385371
2017,324 - ATS DELLA BRIANZA,30,NEUROCHIRURGIA,8.70361,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,18,EMATOLOGIA,22.493516,5.34375
2012,324 - ATS DELLA BRIANZA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.1101,11.183932
2017,324 - ATS DELLA BRIANZA,21,GERIATRIA,11.750874,0
2017,322 - ATS DELL'INSUBRIA,02,DAY HOSPITAL,0,1.23862
2013,322 - ATS DELL'INSUBRIA,34,OCULISTICA,2.484848,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,52,DERMATOLOGIA,18.262626,3.059497
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,38,OTORINOLARINGOIATRIA,3.180538,1.154134
2014,325 - ATS DI BERGAMO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),10.106299,1.016393
2013,328 - ATS DI PAVIA,51,ASTANTERIA,1.026221,0
2012,REGIONE LOMBARDIA,64,ONCOLOGIA,8.482922,3.546722
2012,322 - ATS DELL'INSUBRIA,08,CARDIOLOGIA,6.611021,1.003932
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,01,ALLERGOLOGIA,7.705479,1.212121
2017,324 - ATS DELLA BRIANZA,58,GASTROENTEROLOGIA,11.830619,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,11,CHIRURGIA PEDIATRICA,3.709015,1.019745
2014,324 - ATS DELLA BRIANZA,13,CHIRURGIA TORACICA,8.115207,1.021053
2012,322 - ATS DELL'INSUBRIA,09,CHIRURGIA GENERALE,6.492123,1.005672
2016,322 - ATS DELL'INSUBRIA,02,DAY HOSPITAL,0,1.207532
2014,324 - ATS DELLA BRIANZA,09,CHIRURGIA GENERALE,5.710088,1.185331
2017,REGIONE LOMBARDIA,29,NEFROLOGIA,10.939905,2.114334
2015,325 - ATS DI BERGAMO,36,ORTOPEDIA E TRAUMATOLOGIA,4.68605,1.002109
2017,324 - ATS DELLA BRIANZA,64,ONCOLOGIA,11.952181,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,58,GASTROENTEROLOGIA,8.437669,3.040115
2014,325 - ATS DI BERGAMO,35,ODONTOIATRIA E STOMATOLOGIA,0,1.352335
2017,325 - ATS DI BERGAMO,12,CHIRURGIA PLASTICA,3.497931,1
2016,322 - ATS DELL'INSUBRIA,39,PEDIATRIA,4.192825,1.280665
2014,322 - ATS DELL'INSUBRIA,40,PSICHIATRIA,11.811537,8.686747
2012,325 - ATS DI BERGAMO,64,ONCOLOGIA,8.552448,5.165992
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,09,CHIRURGIA GENERALE,5.887507,1.034402
2012,324 - ATS DELLA BRIANZA,38,OTORINOLARINGOIATRIA,3.45584,1.476293
2016,324 - ATS DELLA BRIANZA,68,PNEUMOLOGIA,9.987409,1.474654
2017,324 - ATS DELLA BRIANZA,18,EMATOLOGIA,20.015837,11.555556
2013,325 - ATS DI BERGAMO,09,CHIRURGIA GENERALE,5.171932,1.007547
2017,327 - ATS DELLA VAL PADANA,37,OSTETRICIA E GINECOLOGIA,3.909165,1.006096
2017,327 - ATS DELLA VAL PADANA,36,ORTOPEDIA E TRAUMATOLOGIA,4.745894,1.002897
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,11,CHIRURGIA PEDIATRICA,3.747185,1.021658
2012,REGIONE LOMBARDIA,34,OCULISTICA,2.324598,1.046759
2017,322 - ATS DELL'INSUBRIA,52,DERMATOLOGIA,9.87,2.137328
2013,324 - ATS DELLA BRIANZA,36,ORTOPEDIA E TRAUMATOLOGIA,5.700759,1.006472
2013,323 - ATS DELLA MONTAGNA,98,DAY SURGERY,0,1.534884
2017,REGIONE LOMBARDIA,49,TERAPIA INTENSIVA,12.52369,1.297189
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,38,OTORINOLARINGOIATRIA,3.170089,1.12664
2015,327 - ATS DELLA VAL PADANA,43,UROLOGIA,4.837161,1.007008
2013,324 - ATS DELLA BRIANZA,13,CHIRURGIA TORACICA,6.155556,1.272727
2016,REGIONE LOMBARDIA,24,MALATTIE INFETTIVE E TROPICALI,15.216886,3.477064
2015,324 - ATS DELLA BRIANZA,10,CHIRURGIA MAXILLO-FACCIALE,4.928358,1.097561
2014,REGIONE LOMBARDIA,70,RADIOTERAPIA,13.883041,1.139535
2012,325 - ATS DI BERGAMO,58,GASTROENTEROLOGIA,12.487211,1.365019
2013,326 - ATS DI BRESCIA,26,MEDICINA GENERALE,8.942202,1.754386
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,35,ODONTOIATRIA E STOMATOLOGIA,2.635294,1.587061
2014,326 - ATS DI BRESCIA,08,CARDIOLOGIA,6.074378,1.037862
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,26,MEDICINA GENERALE,11.683224,3.363395
2012,326 - ATS DI BRESCIA,09,CHIRURGIA GENERALE,5.459815,1.053078
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,11,CHIRURGIA PEDIATRICA,4.023303,1.03218
2014,323 - ATS DELLA MONTAGNA,43,UROLOGIA,5.441786,1.185185
2014,327 - ATS DELLA VAL PADANA,39,PEDIATRIA,3.999534,1.174863
2017,322 - ATS DELL'INSUBRIA,37,OSTETRICIA E GINECOLOGIA,3.581532,1.000789
2014,326 - ATS DI BRESCIA,11,CHIRURGIA PEDIATRICA,5.314869,1.01
2017,REGIONE LOMBARDIA,34,OCULISTICA,2.345545,1.011602
2012,323 - ATS DELLA MONTAGNA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,20.862878,1
2013,328 - ATS DI PAVIA,08,CARDIOLOGIA,6.044537,1.010676
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,30,NEUROCHIRURGIA,7.575437,1.0125
2014,326 - ATS DI BRESCIA,34,OCULISTICA,2.547502,1.012121
2012,324 - ATS DELLA BRIANZA,34,OCULISTICA,1.947462,1.121429
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,60,LUNGODEGENTI,28.912317,0
2015,326 - ATS DI BRESCIA,09,CHIRURGIA GENERALE,5.614541,1.170956
2012,325 - ATS DI BERGAMO,37,OSTETRICIA E GINECOLOGIA,3.497712,1.337642
2013,325 - ATS DI BERGAMO,14,CHIRURGIA VASCOLARE,5.440423,1
2013,326 - ATS DI BRESCIA,38,OTORINOLARINGOIATRIA,3.167636,1.013388
2015,326 - ATS DI BRESCIA,70,RADIOTERAPIA,18.847458,2.5
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,13,CHIRURGIA TORACICA,6.655248,1
2013,328 - ATS DI PAVIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.045907,1.065327
2014,327 - ATS DELLA VAL PADANA,08,CARDIOLOGIA,6.374441,1.002532
2014,325 - ATS DI BERGAMO,64,ONCOLOGIA,8.149971,2.662162
2017,324 - ATS DELLA BRIANZA,36,ORTOPEDIA E TRAUMATOLOGIA,6.15295,1.029183
2013,323 - ATS DELLA MONTAGNA,14,CHIRURGIA VASCOLARE,9.17713,1
2013,REGIONE LOMBARDIA,08,CARDIOLOGIA,6.278417,1.101469
2015,327 - ATS DELLA VAL PADANA,39,PEDIATRIA,3.888993,1.024096
2013,328 - ATS DI PAVIA,43,UROLOGIA,5.10921,1.009167
2016,REGIONE LOMBARDIA,60,LUNGODEGENTI,29.215835,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,01,ALLERGOLOGIA,9.353535,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,24,MALATTIE INFETTIVE E TROPICALI,14.527149,6.900826
2015,322 - ATS DELL'INSUBRIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.639028,0
2016,327 - ATS DELLA VAL PADANA,36,ORTOPEDIA E TRAUMATOLOGIA,4.942782,1.010576
2014,REGIONE LOMBARDIA,67,PENSIONANTI,3.490369,1
2017,328 - ATS DI PAVIA,29,NEFROLOGIA,8.582441,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,52,DERMATOLOGIA,13.681319,6.418093
2016,327 - ATS DELLA VAL PADANA,34,OCULISTICA,2.03504,1.190391
2016,324 - ATS DELLA BRIANZA,33,NEUROPSICHIATRIA INFANTILE,14.363636,7.029316
2015,327 - ATS DELLA VAL PADANA,10,CHIRURGIA MAXILLO-FACCIALE,3.950758,1.007246
2016,326 - ATS DI BRESCIA,09,CHIRURGIA GENERALE,5.595085,1.1856
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,58,GASTROENTEROLOGIA,9.134185,2.378661
2016,325 - ATS DI BERGAMO,98,DAY SURGERY,1,1.036443
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,08,CARDIOLOGIA,6.484575,1.104294
2012,325 - ATS DI BERGAMO,09,CHIRURGIA GENERALE,5.389598,1.004159
2014,322 - ATS DELL'INSUBRIA,98,DAY SURGERY,0,1.115621
2014,327 - ATS DELLA VAL PADANA,58,GASTROENTEROLOGIA,6.234139,1.149425
2012,323 - ATS DELLA MONTAGNA,38,OTORINOLARINGOIATRIA,3.482781,1.024823
2016,322 - ATS DELL'INSUBRIA,21,GERIATRIA,12.812821,0
2017,328 - ATS DI PAVIA,68,PNEUMOLOGIA,14.027794,1.166355
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,49,TERAPIA INTENSIVA,12.413502,0
2012,REGIONE LOMBARDIA,58,GASTROENTEROLOGIA,8.467848,2.059486
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,01,ALLERGOLOGIA,9.407407,1
2014,324 - ATS DELLA BRIANZA,10,CHIRURGIA MAXILLO-FACCIALE,4.533854,1.262712
2012,322 - ATS DELL'INSUBRIA,98,DAY SURGERY,1,1.100324
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,52,DERMATOLOGIA,18.584416,2.528384
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),13.809633,10.504717
2013,REGIONE LOMBARDIA,64,ONCOLOGIA,8.515038,2.488337
2015,328 - ATS DI PAVIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.140016,1.014388
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,14,CHIRURGIA VASCOLARE,6.564585,3.878505
2012,328 - ATS DI PAVIA,39,PEDIATRIA,4.195236,1
2016,322 - ATS DELL'INSUBRIA,64,ONCOLOGIA,12.350533,2.175439
2014,REGIONE LOMBARDIA,26,MEDICINA GENERALE,10.539576,2.744646
2017,328 - ATS DI PAVIA,07,CARDIOCHIRURGIA,15.035874,1
2017,328 - ATS DI PAVIA,09,CHIRURGIA GENERALE,5.356925,1.109393
2014,322 - ATS DELL'INSUBRIA,02,DAY HOSPITAL,0,1.2379
2015,REGIONE LOMBARDIA,35,ODONTOIATRIA E STOMATOLOGIA,1.157895,1.270361
2015,324 - ATS DELLA BRIANZA,52,DERMATOLOGIA,2.810021,1
2014,328 - ATS DI PAVIA,26,MEDICINA GENERALE,10.88666,1.068182
2017,324 - ATS DELLA BRIANZA,07,CARDIOCHIRURGIA,11.210273,0
2013,REGIONE LOMBARDIA,24,MALATTIE INFETTIVE E TROPICALI,14.383656,6.05036
2017,324 - ATS DELLA BRIANZA,08,CARDIOLOGIA,5.985317,1.283499
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,12,CHIRURGIA PLASTICA,3.020427,1.000334
2015,324 - ATS DELLA BRIANZA,36,ORTOPEDIA E TRAUMATOLOGIA,5.791721,1.027802
2017,325 - ATS DI BERGAMO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.978299,23.743719
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,09,CHIRURGIA GENERALE,5.947834,1.009174
2014,323 - ATS DELLA MONTAGNA,49,TERAPIA INTENSIVA,12.511392,0
2016,322 - ATS DELL'INSUBRIA,08,CARDIOLOGIA,6.894379,1.028777
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,29,NEFROLOGIA,10.024551,3.32964
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,43,UROLOGIA,4.776887,1.848406
2014,328 - ATS DI PAVIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,27.463603,28.916667
2015,327 - ATS DELLA VAL PADANA,14,CHIRURGIA VASCOLARE,7.837274,2.991597
2016,324 - ATS DELLA BRIANZA,64,ONCOLOGIA,11.232909,1
2014,322 - ATS DELL'INSUBRIA,37,OSTETRICIA E GINECOLOGIA,3.579529,1.014681
2015,322 - ATS DELL'INSUBRIA,43,UROLOGIA,5.155341,1.02409
2012,322 - ATS DELL'INSUBRIA,62,NEONATOLOGIA,11.648123,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,09,CHIRURGIA GENERALE,5.839294,1.035503
2014,326 - ATS DI BRESCIA,70,RADIOTERAPIA,20.572104,2.2
2015,324 - ATS DELLA BRIANZA,68,PNEUMOLOGIA,9.406994,1.497041
2015,326 - ATS DI BRESCIA,08,CARDIOLOGIA,5.983527,1.028571
2016,324 - ATS DELLA BRIANZA,49,TERAPIA INTENSIVA,12.95202,1
2016,REGIONE LOMBARDIA,98,DAY SURGERY,1.333333,1.087845
2017,322 - ATS DELL'INSUBRIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.602961,1.113741
2012,326 - ATS DI BRESCIA,10,CHIRURGIA MAXILLO-FACCIALE,3.472784,1.041209
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,98,DAY SURGERY,1.010554,1.036189
2013,323 - ATS DELLA MONTAGNA,37,OSTETRICIA E GINECOLOGIA,3.621684,1.005834
2013,REGIONE LOMBARDIA,18,EMATOLOGIA,17.312067,6.941896
2013,325 - ATS DI BERGAMO,07,CARDIOCHIRURGIA,13.899429,3.482759
2017,REGIONE LOMBARDIA,35,ODONTOIATRIA E STOMATOLOGIA,1,1.188222
2015,322 - ATS DELL'INSUBRIA,29,NEFROLOGIA,11.742024,6
2013,328 - ATS DI PAVIA,68,PNEUMOLOGIA,14.624437,1.117061
2012,REGIONE LOMBARDIA,65,ONCOEMATOLOGIA PEDIATRICA,16.615819,3.254676
2012,327 - ATS DELLA VAL PADANA,34,OCULISTICA,1.863905,1.268085
2014,325 - ATS DI BERGAMO,18,EMATOLOGIA,18.411043,4.428571
2016,REGIONE LOMBARDIA,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",8.449452,1.475083
2014,REGIONE LOMBARDIA,75,NEURO-RIABILITAZIONE,29.189217,1.908651
2016,324 - ATS DELLA BRIANZA,40,PSICHIATRIA,15.027056,9.337398
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,68,PNEUMOLOGIA,11.233593,1.15625
2015,328 - ATS DI PAVIA,34,OCULISTICA,4.61895,1.065134
2017,325 - ATS DI BERGAMO,40,PSICHIATRIA,16.166667,9.435583
2015,324 - ATS DELLA BRIANZA,26,MEDICINA GENERALE,11.575881,2.977162
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,49,TERAPIA INTENSIVA,12.964537,1
2015,323 - ATS DELLA MONTAGNA,37,OSTETRICIA E GINECOLOGIA,3.548736,1.004111
2017,REGIONE LOMBARDIA,26,MEDICINA GENERALE,10.746972,3.595437
2014,REGIONE LOMBARDIA,64,ONCOLOGIA,8.480852,2.873171
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,RM,RIABILITAZIONE DI MANTENIMENTO,25.466667,0
2012,REGIONE LOMBARDIA,33,NEUROPSICHIATRIA INFANTILE,7.570491,2.53316
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,34,OCULISTICA,2.100548,1.07937
2015,328 - ATS DI PAVIA,09,CHIRURGIA GENERALE,6.374194,1.312956
2012,324 - ATS DELLA BRIANZA,09,CHIRURGIA GENERALE,5.458004,1.364521
2014,326 - ATS DI BRESCIA,43,UROLOGIA,3.973599,1.10168
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,31,NIDO,4.422294,0
2014,REGIONE LOMBARDIA,34,OCULISTICA,2.280588,1.032721
2014,REGIONE LOMBARDIA,38,OTORINOLARINGOIATRIA,3.405969,1.122706
2017,REGIONE LOMBARDIA,18,EMATOLOGIA,18.179015,4.436242
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,08,CARDIOLOGIA,6.235246,1.098782
2012,REGIONE LOMBARDIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.308803,1.039362
2016,REGIONE LOMBARDIA,71,REUMATOLOGIA,9.350032,4.14455
2017,322 - ATS DELL'INSUBRIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.646926,0
2012,326 - ATS DI BRESCIA,68,PNEUMOLOGIA,9.48198,1.130435
2015,326 - ATS DI BRESCIA,18,EMATOLOGIA,15.10468,6.314516
2012,323 - ATS DELLA MONTAGNA,49,TERAPIA INTENSIVA,13.179856,0
2013,322 - ATS DELL'INSUBRIA,26,MEDICINA GENERALE,10.102253,2.404844
2012,328 - ATS DI PAVIA,68,PNEUMOLOGIA,13.691781,1.091015
2013,324 - ATS DELLA BRIANZA,08,CARDIOLOGIA,6.204384,1.234722
2012,REGIONE LOMBARDIA,71,REUMATOLOGIA,9.313397,3.936813
2012,324 - ATS DELLA BRIANZA,43,UROLOGIA,4.917152,1.717499
2013,322 - ATS DELL'INSUBRIA,18,EMATOLOGIA,19.195804,1.555556
2012,REGIONE LOMBARDIA,70,RADIOTERAPIA,12.399488,1.018349
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,35,ODONTOIATRIA E STOMATOLOGIA,1,1.297452
2016,328 - ATS DI PAVIA,52,DERMATOLOGIA,7.360544,1
2016,327 - ATS DELLA VAL PADANA,58,GASTROENTEROLOGIA,6.592892,1.125
2012,327 - ATS DELLA VAL PADANA,08,CARDIOLOGIA,6.171475,1.060738
2013,322 - ATS DELL'INSUBRIA,40,PSICHIATRIA,11.575218,8.512821
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,37,OSTETRICIA E GINECOLOGIA,4.219658,1.024592
2013,327 - ATS DELLA VAL PADANA,36,ORTOPEDIA E TRAUMATOLOGIA,5.092141,1.137649
2013,327 - ATS DELLA VAL PADANA,37,OSTETRICIA E GINECOLOGIA,3.746307,1.002693
2012,326 - ATS DI BRESCIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),12.143678,1.495495
2016,REGIONE LOMBARDIA,75,NEURO-RIABILITAZIONE,29.680906,1.588525
2016,REGIONE LOMBARDIA,49,TERAPIA INTENSIVA,12.978816,1.182171
2014,324 - ATS DELLA BRIANZA,68,PNEUMOLOGIA,9.615582,1.801887
2015,REGIONE LOMBARDIA,33,NEUROPSICHIATRIA INFANTILE,7.803856,3.708
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,29,NEFROLOGIA,11.141053,3.835526
2017,323 - ATS DELLA MONTAGNA,14,CHIRURGIA VASCOLARE,7.389034,1
2017,325 - ATS DI BERGAMO,14,CHIRURGIA VASCOLARE,4.366308,1
2015,328 - ATS DI PAVIA,29,NEFROLOGIA,7.793241,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,64,ONCOLOGIA,8.685623,1.789683
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,14,CHIRURGIA VASCOLARE,6.653641,1.159817
2012,REGIONE LOMBARDIA,37,OSTETRICIA E GINECOLOGIA,3.83211,1.077494
2015,REGIONE LOMBARDIA,52,DERMATOLOGIA,7.84485,2.477404
2017,322 - ATS DELL'INSUBRIA,24,MALATTIE INFETTIVE E TROPICALI,17.53861,6
2015,325 - ATS DI BERGAMO,43,UROLOGIA,4.384591,1.283808
2015,REGIONE LOMBARDIA,09,CHIRURGIA GENERALE,6.00752,1.071255
2016,REGIONE LOMBARDIA,38,OTORINOLARINGOIATRIA,3.524466,1.091339
2017,REGIONE LOMBARDIA,13,CHIRURGIA TORACICA,7.094653,1.024145
2013,328 - ATS DI PAVIA,34,OCULISTICA,4.91863,1.06213
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,12,CHIRURGIA PLASTICA,3.317801,1.000615
2014,326 - ATS DI BRESCIA,68,PNEUMOLOGIA,8.770073,1.223301
2016,325 - ATS DI BERGAMO,10,CHIRURGIA MAXILLO-FACCIALE,2.859532,0
2013,326 - ATS DI BRESCIA,10,CHIRURGIA MAXILLO-FACCIALE,3.184758,1.026866
2013,REGIONE LOMBARDIA,65,ONCOEMATOLOGIA PEDIATRICA,15.321343,3.651054
2016,REGIONE LOMBARDIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.322434,1.033561
2012,REGIONE LOMBARDIA,69,RADIOLOGIA,0,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,58,GASTROENTEROLOGIA,8.604548,2.170732
2016,323 - ATS DELLA MONTAGNA,43,UROLOGIA,5.131481,1.099344
2012,325 - ATS DI BERGAMO,14,CHIRURGIA VASCOLARE,6.029329,1.176471
2014,327 - ATS DELLA VAL PADANA,37,OSTETRICIA E GINECOLOGIA,3.827952,1.011573
2015,325 - ATS DI BERGAMO,39,PEDIATRIA,5.809872,1.859275
2017,328 - ATS DI PAVIA,08,CARDIOLOGIA,6.181494,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,75,NEURO-RIABILITAZIONE,30.739919,1.762803
2013,326 - ATS DI BRESCIA,24,MALATTIE INFETTIVE E TROPICALI,13.333333,1
2013,322 - ATS DELL'INSUBRIA,39,PEDIATRIA,4.098047,1.314961
2012,322 - ATS DELL'INSUBRIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.944672,1.003057
2012,REGIONE LOMBARDIA,26,MEDICINA GENERALE,10.371562,2.371266
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,70,RADIOTERAPIA,5.5875,0
2013,328 - ATS DI PAVIA,65,ONCOEMATOLOGIA PEDIATRICA,15.321343,3.651054
2012,324 - ATS DELLA BRIANZA,18,EMATOLOGIA,18.033597,4.609091
2017,324 - ATS DELLA BRIANZA,09,CHIRURGIA GENERALE,5.741739,1.010066
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,10,CHIRURGIA MAXILLO-FACCIALE,3.975543,1.000908
2016,325 - ATS DI BERGAMO,29,NEFROLOGIA,8.302479,1
2017,REGIONE LOMBARDIA,30,NEUROCHIRURGIA,8.538076,1
2013,326 - ATS DI BRESCIA,36,ORTOPEDIA E TRAUMATOLOGIA,4.276437,1.032698
2014,327 - ATS DELLA VAL PADANA,43,UROLOGIA,5.112388,1.011381
2015,REGIONE LOMBARDIA,69,RADIOLOGIA,0,1
2016,325 - ATS DI BERGAMO,38,OTORINOLARINGOIATRIA,2.930756,1.00464
2012,326 - ATS DI BRESCIA,13,CHIRURGIA TORACICA,8.887943,1
2017,REGIONE LOMBARDIA,09,CHIRURGIA GENERALE,5.849675,1.038976
2017,REGIONE LOMBARDIA,60,LUNGODEGENTI,29.203363,0
2014,323 - ATS DELLA MONTAGNA,98,DAY SURGERY,0,1.028037
2012,327 - ATS DELLA VAL PADANA,37,OSTETRICIA E GINECOLOGIA,3.843675,1.015953
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,24,MALATTIE INFETTIVE E TROPICALI,14.744645,6.434783
2012,326 - ATS DI BRESCIA,14,CHIRURGIA VASCOLARE,6.185075,1.117647
2017,326 - ATS DI BRESCIA,68,PNEUMOLOGIA,8.417582,1.06015
2015,325 - ATS DI BERGAMO,37,OSTETRICIA E GINECOLOGIA,3.745826,1.00731
2016,REGIONE LOMBARDIA,07,CARDIOCHIRURGIA,13.157518,1.256048
2014,325 - ATS DI BERGAMO,38,OTORINOLARINGOIATRIA,2.764025,1.052724
2017,323 - ATS DELLA MONTAGNA,37,OSTETRICIA E GINECOLOGIA,3.296253,1.008216
2012,322 - ATS DELL'INSUBRIA,38,OTORINOLARINGOIATRIA,4.47496,1.022472
2014,328 - ATS DI PAVIA,32,NEUROLOGIA,8.099221,1.25
2017,REGIONE LOMBARDIA,24,MALATTIE INFETTIVE E TROPICALI,15.096797,5.114286
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,37,OSTETRICIA E GINECOLOGIA,4.170809,1.005855
2017,323 - ATS DELLA MONTAGNA,43,UROLOGIA,4.59043,1.140927
2016,323 - ATS DELLA MONTAGNA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.522529,0
2014,328 - ATS DI PAVIA,68,PNEUMOLOGIA,14.045977,1.099022
2017,323 - ATS DELLA MONTAGNA,75,NEURO-RIABILITAZIONE,43.159509,0
2014,328 - ATS DI PAVIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.254144,1.012685
2012,327 - ATS DELLA VAL PADANA,36,ORTOPEDIA E TRAUMATOLOGIA,5.331445,1.071685
2013,327 - ATS DELLA VAL PADANA,14,CHIRURGIA VASCOLARE,8.074413,3.573248
2016,324 - ATS DELLA BRIANZA,37,OSTETRICIA E GINECOLOGIA,3.934191,1.033889
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,02,DAY HOSPITAL,1.25,2.533107
2014,322 - ATS DELL'INSUBRIA,58,GASTROENTEROLOGIA,7.004324,1.6
2013,REGIONE LOMBARDIA,12,CHIRURGIA PLASTICA,3.493465,1.000669
2016,327 - ATS DELLA VAL PADANA,68,PNEUMOLOGIA,11.178769,1.552326
2017,326 - ATS DI BRESCIA,07,CARDIOCHIRURGIA,13.154367,1.5
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,34,OCULISTICA,1.907184,1.03535
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,18,EMATOLOGIA,21.482663,3.098765
2017,322 - ATS DELL'INSUBRIA,40,PSICHIATRIA,13.096186,12.204545
2013,REGIONE LOMBARDIA,38,OTORINOLARINGOIATRIA,3.348939,1.141352
2014,326 - ATS DI BRESCIA,40,PSICHIATRIA,14.729702,5.012821
2017,REGIONE LOMBARDIA,14,CHIRURGIA VASCOLARE,6.076262,4.2749
2013,324 - ATS DELLA BRIANZA,43,UROLOGIA,5.195776,1.361994
2016,REGIONE LOMBARDIA,13,CHIRURGIA TORACICA,7.091112,1.038462
