ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,ATC LIVELLO 1,DESCRIZIONE ATC LIVELLO 1,GENERE,FASCIA_ETA',CONF,Nuova colonna georeferenziata
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,F,80 e +,91476,"(45.68701679, 9.63853045)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,C,SISTEMA CARDIOVASCOLARE,M,0-17,1891,"(45.65171815, 10.25368782)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,M,65-79,20333,"(45.65171815, 10.25368782)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,S,ORGANI DI SENSO,M,18-39,2364,"(45.80802245, 8.837196022)"
2015,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,M,18-39,18946,
2014,30,REGIONE LOMBARDIA,,,M,SISTEMA MUSCOLO-SCHELETRICO,F,0-17,4626,
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,M,0-17,429,"(45.68701679, 9.63853045)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,65-79,3445,"(45.68701679, 9.63853045)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,R,SISTEMA RESPIRATORIO,M,65-79,50924,"(45.20086141, 9.14034225)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,40-64,60574,"(45.65171815, 10.25368782)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,64848,"(45.65171815, 10.25368782)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,C,SISTEMA CARDIOVASCOLARE,?,80 e +,12,"(45.80802245, 8.837196022)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,18-39,1073,"(46.33431031, 10.32968894)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,V,VARI,F,80 e +,20209,"(45.44410928, 9.198811423)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,D,DERMATOLOGICI,F,0-17,1067,"(45.68701679, 9.63853045)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,M,65-79,9864,"(45.69919245, 9.298423314)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,N,SISTEMA NERVOSO,M,0-17,15546,"(45.68701679, 9.63853045)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,0-17,14198,"(45.65171815, 10.25368782)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,C,SISTEMA CARDIOVASCOLARE,F,80 e +,1026020,"(45.68701679, 9.63853045)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,10494,"(45.68701679, 9.63853045)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,R,SISTEMA RESPIRATORIO,M,0-17,65262,"(45.68701679, 9.63853045)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,65-79,2377,"(46.33431031, 10.32968894)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,D,DERMATOLOGICI,F,65-79,6256,"(45.80802245, 8.837196022)"
2012,30,REGIONE LOMBARDIA,,,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,0-17,101468,
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,80 e +,1219,"(45.1439181, 10.02604335)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,79255,"(45.80802245, 8.837196022)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,M,0-17,369,"(45.65171815, 10.25368782)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,M,80 e +,31414,"(45.20086141, 9.14034225)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,D,DERMATOLOGICI,F,0-17,816,"(45.65171815, 10.25368782)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,V,VARI,M,18-39,335,"(45.68701679, 9.63853045)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,40-64,49708,"(45.69919245, 9.298423314)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,-,80 e +,9114,"(45.68701679, 9.63853045)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,18-39,1465,"(45.1439181, 10.02604335)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,40-64,82295,"(45.68701679, 9.63853045)"
2015,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,-,80 e +,84906,
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,80 e +,49386,"(45.44410928, 9.198811423)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,80 e +,2072748,"(45.44410928, 9.198811423)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,51357,"(45.1439181, 10.02604335)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,D,DERMATOLOGICI,M,80 e +,1595,"(45.1439181, 10.02604335)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,77003,"(45.1439181, 10.02604335)"
2012,30,REGIONE LOMBARDIA,,,R,SISTEMA RESPIRATORIO,-,80 e +,55276,
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,0-17,705,"(45.65171815, 10.25368782)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,19989,"(45.65171815, 10.25368782)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,V,VARI,M,40-64,4229,"(45.1439181, 10.02604335)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,M,0-17,131903,"(45.68701679, 9.63853045)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,4506,"(45.68701679, 9.63853045)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,B,SANGUE E ORGANI EMOPOIETICI,?,80 e +,12,"(45.44410928, 9.198811423)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,40-64,86662,"(45.69919245, 9.298423314)"
2012,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,F,18-39,819016,
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,80 e +,219149,"(45.68701679, 9.63853045)"
2014,30,REGIONE LOMBARDIA,,,C,SISTEMA CARDIOVASCOLARE,F,0-17,10763,
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,V,VARI,F,40-64,2969,"(45.69919245, 9.298423314)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,221,"(45.80802245, 8.837196022)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,R,SISTEMA RESPIRATORIO,M,0-17,60321,"(45.69919245, 9.298423314)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,M,40-64,357708,"(46.33431031, 10.32968894)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,D,DERMATOLOGICI,M,65-79,7760,"(45.65171815, 10.25368782)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,R,SISTEMA RESPIRATORIO,F,40-64,89920,"(45.65171815, 10.25368782)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,C,SISTEMA CARDIOVASCOLARE,F,65-79,1594845,"(45.65171815, 10.25368782)"
2015,30,REGIONE LOMBARDIA,,,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,18-39,138642,
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,S,ORGANI DI SENSO,F,65-79,74523,"(45.69919245, 9.298423314)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,7712,"(45.1439181, 10.02604335)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,D,DERMATOLOGICI,-,80 e +,214,"(45.1439181, 10.02604335)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,0-17,11646,"(45.68701679, 9.63853045)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,B,SANGUE E ORGANI EMOPOIETICI,M,40-64,203078,"(45.69919245, 9.298423314)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,F,65-79,147809,"(45.68701679, 9.63853045)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,F,18-39,1576,"(45.65171815, 10.25368782)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,F,40-64,7433,"(45.69919245, 9.298423314)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,5169,"(45.68701679, 9.63853045)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,R,SISTEMA RESPIRATORIO,M,65-79,50102,"(45.20086141, 9.14034225)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,D,DERMATOLOGICI,M,80 e +,9812,"(45.44410928, 9.198811423)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,-,80 e +,12725,"(45.65171815, 10.25368782)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,S,ORGANI DI SENSO,M,80 e +,22770,"(45.69919245, 9.298423314)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,27535,"(45.65171815, 10.25368782)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,V,VARI,F,0-17,87,"(45.80802245, 8.837196022)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,N,SISTEMA NERVOSO,M,40-64,244124,"(45.65171815, 10.25368782)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,F,40-64,24672,"(45.68701679, 9.63853045)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,78466,"(45.69919245, 9.298423314)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,0-17,621,"(45.20086141, 9.14034225)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,40-64,14004,"(45.68701679, 9.63853045)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,18-39,4047,"(45.65171815, 10.25368782)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,V,VARI,-,80 e +,169,"(45.68701679, 9.63853045)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,C,SISTEMA CARDIOVASCOLARE,F,18-39,29791,"(45.80802245, 8.837196022)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,C,SISTEMA CARDIOVASCOLARE,M,0-17,4935,"(45.44410928, 9.198811423)"
2014,30,REGIONE LOMBARDIA,,,D,DERMATOLOGICI,F,80 e +,22761,
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,80 e +,105158,"(46.33431031, 10.32968894)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,65-79,9611,"(45.68701679, 9.63853045)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,10238,"(45.68701679, 9.63853045)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,65-79,1349,"(46.33431031, 10.32968894)"
2015,30,REGIONE LOMBARDIA,,,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,40-64,5685650,
2015,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,F,18-39,14976,
2016,328,ATS DI PAVIA,9.14034225,45.20086141,C,SISTEMA CARDIOVASCOLARE,F,65-79,880968,"(45.20086141, 9.14034225)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,F,40-64,15744,"(45.20086141, 9.14034225)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,A,APPARATO GASTROINTESTINALE E METABOLISMO,-,80 e +,15760,"(45.68701679, 9.63853045)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,S,ORGANI DI SENSO,M,65-79,40236,"(45.1439181, 10.02604335)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,17849,"(45.80802245, 8.837196022)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,C,SISTEMA CARDIOVASCOLARE,-,80 e +,17047,"(45.69919245, 9.298423314)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,M,0-17,43495,"(45.20086141, 9.14034225)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,65-79,4269,"(45.80802245, 8.837196022)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,773,"(46.33431031, 10.32968894)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,C,SISTEMA CARDIOVASCOLARE,M,80 e +,796046,"(45.80802245, 8.837196022)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,S,ORGANI DI SENSO,M,18-39,2468,"(45.80802245, 8.837196022)"
2015,30,REGIONE LOMBARDIA,,,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,65-79,906110,
2012,30,REGIONE LOMBARDIA,,,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,80 e +,4262851,
2016,328,ATS DI PAVIA,9.14034225,45.20086141,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,139610,"(45.20086141, 9.14034225)"
2014,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,35339,
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,R,SISTEMA RESPIRATORIO,F,0-17,55250,"(45.69919245, 9.298423314)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,F,65-79,54757,"(45.68701679, 9.63853045)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,18-39,4700,"(45.68701679, 9.63853045)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,A,APPARATO GASTROINTESTINALE E METABOLISMO,?,80 e +,9,"(45.44410928, 9.198811423)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,925139,"(45.44410928, 9.198811423)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,170443,"(45.80802245, 8.837196022)"
2014,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,M,80 e +,870012,
2014,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,33789,
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,F,0-17,441,"(45.68701679, 9.63853045)"
2015,30,REGIONE LOMBARDIA,,,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,65-79,167863,
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,65-79,30782,"(45.68701679, 9.63853045)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,V,VARI,F,80 e +,1964,"(45.20086141, 9.14034225)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,40-64,131858,"(45.68701679, 9.63853045)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,B,SANGUE E ORGANI EMOPOIETICI,F,40-64,136837,"(45.65171815, 10.25368782)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,N,SISTEMA NERVOSO,M,65-79,131232,"(45.1439181, 10.02604335)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,1621808,"(45.44410928, 9.198811423)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,M,SISTEMA MUSCOLO-SCHELETRICO,F,40-64,112202,"(45.80802245, 8.837196022)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,0-17,2166,"(45.69919245, 9.298423314)"
2012,30,REGIONE LOMBARDIA,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,65-79,71959,
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,2663,"(45.80802245, 8.837196022)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,M,40-64,103884,"(45.80802245, 8.837196022)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,325089,"(45.65171815, 10.25368782)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,V,VARI,M,0-17,311,"(45.44410928, 9.198811423)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,D,DERMATOLOGICI,F,40-64,8170,"(45.68701679, 9.63853045)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,10498,"(45.68701679, 9.63853045)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,F,80 e +,316498,"(46.33431031, 10.32968894)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,65-79,31572,"(45.44410928, 9.198811423)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,0-17,14334,"(45.80802245, 8.837196022)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,M,40-64,195771,"(45.80802245, 8.837196022)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,191973,"(45.1439181, 10.02604335)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,R,SISTEMA RESPIRATORIO,M,80 e +,54719,"(45.69919245, 9.298423314)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,D,DERMATOLOGICI,M,65-79,7858,"(45.68701679, 9.63853045)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,18-39,75716,"(45.69919245, 9.298423314)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,R,SISTEMA RESPIRATORIO,F,40-64,93803,"(45.65171815, 10.25368782)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,5772,"(45.20086141, 9.14034225)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,5552,"(46.33431031, 10.32968894)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,65-79,11700,"(45.65171815, 10.25368782)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,C,SISTEMA CARDIOVASCOLARE,M,40-64,1208766,"(45.65171815, 10.25368782)"
2014,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,F,0-17,98931,
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,0-17,10841,"(45.1439181, 10.02604335)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,417844,"(45.44410928, 9.198811423)"
2015,30,REGIONE LOMBARDIA,,,J,ANTINFETTIVI PER USO SISTEMICO,F,18-39,1047567,
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,C,SISTEMA CARDIOVASCOLARE,-,80 e +,31972,"(45.65171815, 10.25368782)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,12978,"(45.65171815, 10.25368782)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,R,SISTEMA RESPIRATORIO,F,40-64,101947,"(45.68701679, 9.63853045)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,D,DERMATOLOGICI,-,80 e +,186,"(45.65171815, 10.25368782)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,5208,"(45.68701679, 9.63853045)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,80 e +,674989,"(45.65171815, 10.25368782)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,M,40-64,9268,"(45.65171815, 10.25368782)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,3102,"(45.69919245, 9.298423314)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,C,SISTEMA CARDIOVASCOLARE,M,0-17,1072,"(45.20086141, 9.14034225)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,40-64,31910,"(45.1439181, 10.02604335)"
2012,30,REGIONE LOMBARDIA,,,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,632436,
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,170821,"(45.1439181, 10.02604335)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,80 e +,9187,"(45.20086141, 9.14034225)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,F,80 e +,36201,"(45.68701679, 9.63853045)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,C,SISTEMA CARDIOVASCOLARE,F,80 e +,619056,"(45.20086141, 9.14034225)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,R,SISTEMA RESPIRATORIO,F,18-39,44724,"(45.69919245, 9.298423314)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,1097,"(45.20086141, 9.14034225)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,32287,"(45.65171815, 10.25368782)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,S,ORGANI DI SENSO,F,40-64,8087,"(46.33431031, 10.32968894)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,0-17,933,"(45.80802245, 8.837196022)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,R,SISTEMA RESPIRATORIO,F,0-17,63578,"(45.65171815, 10.25368782)"
2014,30,REGIONE LOMBARDIA,,,M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,674550,
2015,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,36385,
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,F,40-64,23516,"(45.65171815, 10.25368782)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,C,SISTEMA CARDIOVASCOLARE,M,65-79,2156938,"(45.80802245, 8.837196022)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,F,18-39,1678,"(45.68701679, 9.63853045)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,F,0-17,133636,"(45.80802245, 8.837196022)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,3694,"(46.33431031, 10.32968894)"
2015,30,REGIONE LOMBARDIA,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,1897,
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,-,80 e +,232,"(45.69919245, 9.298423314)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,M,80 e +,199236,"(46.33431031, 10.32968894)"
